Bill-of-Lading Key,Bill-of-Lading Number,Issued Date,Consignor Key,Consignee Key,Foreign Transporter Key,Foreign Consolidator Key,Courier Key,Domestic Transporter Key,Domestic Consolidator Key,Ship Mode,Place of Receipt Key,Place of Delivery Key,Port of Loading Key,Port of Discharge Key,Commodity Key,Container Key,Incoterm,Expected Tariffs,Actual Tariffs,distance between ports
998,04589995163573280,,3343,885,4378,4378,4676,4714,3838,sea,7613,885,2502,774,,,,,,
999,04529247977127769,,4666,4623,3177,3107,4835,4538,4535,sea,8936,8893,2769,2035,,,,,,
1000,04314155944584999,,3742,2448,4748,3955,3608,4308,4962,sea,8012,2448,3156,4051,,,,,,
1001,04444466317567960,,2278,3582,3582,4174,4835,3723,3414,sea,2278,7852,186,1984,,,,,,
1002,04135286523473474,,3856,287,4168,3136,4717,4455,3349,sea,8126,287,4264,3553,,,,,,
1003,04964999845385861,,4894,3337,4205,4334,4279,3601,3681,sea,9164,7607,2591,670,,,,,,
1004,04882487388788166,,3060,3944,4145,3070,3076,4304,3246,sea,7330,8214,3199,236,,,,,,
1005,04861626518218211,,365,2061,4599,3594,4366,3441,4357,sea,365,2061,2773,182,,,,,,
1006,04572762139179148,,2365,2218,4329,4446,4840,3218,4011,sea,2365,2218,1413,765,,,,,,
1007,04274416466816924,,456,948,3296,3340,4287,3418,3742,sea,456,948,1693,3562,,,,,,
1008,04389959915815648,,365,204,3519,3519,4142,4357,3253,sea,365,204,2934,181,,,,,,
1009,04628697472272721,,1209,993,4216,4216,3297,4717,4580,sea,1209,993,2865,3751,,,,,,
1010,04663282926246965,,2363,3153,4056,4042,4272,4268,4110,sea,2363,7423,71,1475,,,,,,
1011,04936474215635298,,4537,432,4031,4772,3197,3308,3046,sea,8807,432,2566,595,,,,,,
1012,04213186724784492,,2277,661,4553,4443,4851,4536,4287,sea,2277,661,2837,3945,,,,,,
1013,04423742825515479,,3225,3145,3145,3753,4975,4348,4181,sea,7495,7415,2255,226,,,,,,
1014,04282752533173323,,2363,2054,3075,3075,3075,4128,3473,sea,2363,2054,2791,1466,,,,,,
1015,04949889393543619,,2363,1401,4268,4268,4282,3061,4628,sea,2363,1401,2489,1492,,,,,,
1016,04544963444144495,,1219,2947,3653,3616,4373,4962,4966,sea,1219,2947,2806,3748,,,,,,
1017,04599952711151984,,4304,2406,4200,4856,4310,4192,4086,sea,8574,2406,2750,245,,,,,,
1018,04161673555585520,,2300,1805,4031,4772,3197,4388,3414,sea,2300,1805,2565,1973,,,,,,
1019,04962921681811220,,1488,1193,4436,3519,4918,3411,3520,sea,1488,1193,2874,719,,,,,,
1020,04998498126846550,,3958,1790,3779,4106,4676,3298,3607,sea,8228,1790,2634,614,,,,,,
1021,04366643657847898,,1031,2798,4170,3157,3526,3044,4696,sea,1031,2798,3424,678,,,,,,
1022,04785654115795645,,2363,2512,3742,3602,3449,3030,3932,sea,2363,2512,1296,1472,,,,,,
1023,04971668351921251,,3111,2911,3995,4847,3995,4229,4634,sea,7381,2911,2387,1964,,,,,,
1024,04251771854794727,,4567,1071,3004,3126,3397,4558,4678,sea,8837,1071,1818,598,,,,,,
1025,04456156926456711,,2363,2448,4636,3955,4732,4760,4491,sea,2363,2448,3151,1463,,,,,,
1026,04377834442742993,,2849,4860,4937,4826,4919,3579,4708,sea,2849,9130,2604,2190,,,,,,
1027,04482715643433846,,2363,2980,4639,4639,3984,4362,4546,sea,2363,2980,2551,1492,,,,,,
1028,04793475493633539,,2772,1979,3115,4936,3663,4894,4697,sea,2772,1979,801,707,,,,,,
1029,04614315826176620,,2363,1394,3212,4945,4695,3665,3340,sea,2363,1394,2637,1506,,,,,,
1030,04713146562632619,,2363,1165,4357,3253,4724,3808,3545,sea,2363,1165,184,1476,,,,,,
1031,04287333227827361,,2426,1490,4064,4851,4635,3644,3437,sea,2426,1490,2840,4089,,,,,,
1032,04568988538158691,,4193,4986,4233,4986,3729,3742,4966,sea,8463,9256,1016,3614,,,,,,
1033,04944423681351378,,2426,2542,4399,4318,3743,4962,3437,sea,2426,2542,1269,3710,,,,,,
1034,04771611229489942,,1617,1125,4644,4644,4876,4190,4368,sea,1617,1125,3185,654,,,,,,
1035,04359821531141410,,4231,2179,3692,3983,4153,4541,3994,sea,8501,2179,1682,235,,,,,,
1036,04436556752692370,,749,2334,3641,3513,4453,4847,3520,sea,749,2334,2133,695,,,,,,
1037,04148742526596250,,2336,759,3366,3623,4140,4424,4962,sea,2336,759,1130,3599,,,,,,
1038,04425879577487841,,3742,2448,3620,3955,3389,3418,4776,sea,8012,2448,3156,3529,,,,,,
1039,04387645487927347,,1189,320,4216,4113,4635,4426,3751,sea,1189,320,2854,3885,,,,,,
1040,04976218691121559,,3215,2221,3342,4067,3359,3869,3744,sea,7485,2221,2493,676,,,,,,
1041,04561535317537368,,2648,1760,4022,4820,3573,4287,4536,sea,2648,1760,4258,3731,,,,,,
1042,04384346947437286,,2519,4172,3704,3370,4601,4201,3321,sea,2519,8442,1634,703,,,,,,
1043,04511668243853648,,3295,1396,3801,4802,4635,4455,4580,sea,7565,1396,1554,4017,,,,,,
1044,04546581982222154,,2017,4846,4248,4727,4795,3611,3218,sea,2017,9116,2636,731,,,,,,
1045,04315647961351818,,533,810,3908,3905,3317,3428,3349,sea,533,810,2765,4143,,,,,,
1046,04147519855375365,,806,664,3905,3100,3170,3475,4525,sea,806,664,2718,634,,,,,,
1047,04498418411941833,,2363,106,4260,3632,4105,4047,3443,sea,2363,106,2769,1484,,,,,,
1048,04951149211981326,,3742,3253,3441,3253,3441,4962,3295,sea,8012,7523,184,3954,,,,,,
1049,04584612727497763,,666,1314,4390,4482,3272,4287,4966,sea,666,1314,2361,4001,,,,,,
1050,04933928126496194,,1283,2222,4987,4953,4422,3644,4966,sea,1283,2222,2758,3769,,,,,,
1051,04216462538428942,,2363,426,3796,3796,4409,3418,4020,sea,2363,426,3123,1492,,,,,,
1052,04761273342352324,,456,1711,4866,3900,3573,3428,4455,sea,456,1711,284,3755,,,,,,
1053,04839293451171173,,3253,4524,4524,3226,4357,4357,4357,sea,7523,8794,2948,182,,,,,,
1054,04325454294784520,,2363,1925,3347,4121,3347,4485,4435,sea,2363,1925,1685,1489,,,,,,
1055,04149649199519496,,2535,2696,3115,3872,4668,4660,3110,sea,2535,2696,802,630,,,,,,
1056,04553521862722473,,731,295,4761,3239,4072,3111,4829,sea,731,295,1173,1879,,,,,,
1057,04511991225865958,,3588,991,4482,3759,3272,3808,3744,sea,7858,991,2357,551,,,,,,
1058,04499989728958481,,1249,1156,4871,4174,3436,4894,3046,sea,1249,1156,186,612,,,,,,
1059,04613272421241867,,2363,3369,3100,4166,4852,4480,3583,sea,2363,7639,2768,1501,,,,,,
1060,04414886578728839,,2956,4792,4383,3452,3723,3133,3773,sea,2956,9062,807,1903,,,,,,
1061,04152555787787717,,632,3288,3076,3666,4063,4587,3464,sea,632,7558,3192,221,,,,,,
1062,04798438679839489,,3967,4511,4511,4697,3351,3351,4746,sea,8237,8781,1226,233,,,,,,
1063,04834653393393937,,151,1649,3487,4576,4277,4234,4440,sea,151,1649,2591,562,,,,,,
1064,04486956684534239,,2363,1490,4443,4045,3518,3874,3602,sea,2363,1490,2837,1507,,,,,,
1065,04372517464434866,,1959,1098,4103,3393,4913,4942,3162,sea,1959,1098,2235,573,,,,,,
1066,04682453282162267,,4304,3226,3226,3226,3226,4586,4086,sea,8574,7496,2948,259,,,,,,
1067,04258464934514676,,4193,4397,4344,4045,4443,4455,3297,sea,8463,8667,2837,3871,,,,,,
1068,04797418386176450,,4193,2008,4866,4727,4452,4717,3751,sea,8463,2008,286,3700,,,,,,
1069,04154391756716566,,3767,626,3342,3359,3342,4666,4829,sea,8037,626,2493,1901,,,,,,
1070,04749632163473256,,23,1071,3004,3126,3618,3408,4708,sea,23,1071,1791,2193,,,,,,
1071,04385166418568214,,3224,4927,3104,4183,4022,3642,4620,sea,7494,9197,4258,570,,,,,,
1072,04624596576266121,,2363,1429,3044,3645,4784,4064,4840,sea,2363,1429,194,1487,,,,,,
1073,04684129817557546,,2363,1431,3562,3776,4835,4931,3339,sea,2363,1431,2761,1473,,,,,,
1074,04182959149939386,,4536,2334,3513,3733,3054,3742,3349,sea,8806,2334,2146,3553,,,,,,
1075,04783256596516690,,3970,239,4067,4376,3342,4702,4634,sea,8240,239,2496,1921,,,,,,
1076,04581429438128779,,2363,1361,3004,3397,3397,4305,3244,sea,2363,1361,1832,1449,,,,,,
1077,04241431112732856,,2149,889,3788,3896,4200,4580,4966,sea,2149,889,2721,4101,,,,,,
1078,04379754447837723,,3295,3263,3263,3263,4022,3644,3856,sea,7565,7533,2815,4022,,,,,,
1079,04481499351651334,,2277,361,4305,4907,4840,4424,4536,sea,2277,361,890,3577,,,,,,
1080,04739883288158624,,2363,3503,3729,4986,3729,3184,3667,sea,2363,7773,1014,1479,,,,,,
1081,04454623598348825,,1307,2218,3345,3643,3906,3091,4175,sea,1307,2218,1413,582,,,,,,
1082,04897319596386686,,2277,692,4384,4384,4384,4308,3437,sea,2277,692,2253,3638,,,,,,
1083,04577238792762331,,2156,1977,4383,3109,4717,3644,3751,sea,2156,1977,801,3563,,,,,,
1084,04934917329159882,,1770,75,3577,4986,3503,3548,3472,sea,1770,75,1003,684,,,,,,
1085,04246616925645745,,599,22,4958,3759,3895,3744,4697,sea,599,22,2379,769,,,,,,
1086,04848182139849375,,920,4880,4599,4816,4879,4660,3838,sea,920,9150,2747,666,,,,,,
1087,04341438939979951,,1072,1975,4866,3475,4866,4426,3054,sea,1072,1975,288,3802,,,,,,
1088,04776777921731798,,2467,2012,3407,4386,4028,3987,3886,sea,2467,2012,3049,258,,,,,,
1089,04377623452982464,,1153,4951,4701,4673,3433,4190,4448,sea,1153,9221,2754,569,,,,,,
1090,04449631745375653,,4159,222,4429,3636,3743,4717,3349,sea,8429,222,203,3485,,,,,,
1091,04547315489629357,,820,3263,3263,3263,3267,3823,4486,sea,820,7533,2816,776,,,,,,
1092,04122843481691829,,3543,4837,3458,3623,3754,3591,4250,sea,7813,9107,1172,780,,,,,,
1093,04556741198668949,,3437,2978,3513,3655,4635,4832,3446,sea,7707,2978,2132,4112,,,,,,
1094,04477633641411742,,76,1199,3143,3386,4376,3742,4962,sea,76,1199,2491,4155,,,,,,
1095,04976756939489332,,3993,2826,4269,3301,4132,3987,4311,sea,8263,2826,1599,210,,,,,,
1096,04481451729589946,,2363,1652,4645,3386,3342,4897,3227,sea,2363,1652,2496,1487,,,,,,
1097,04185194777567960,,2363,2244,4767,4376,3483,3119,3396,sea,2363,2244,2493,1445,,,,,,
1098,04692896861161188,,3141,1481,4170,4062,4634,4890,4535,sea,7411,1481,3307,1977,,,,,,
1099,04434126261851272,,1209,111,3391,3391,4097,4962,4287,sea,1209,111,533,3952,,,,,,
1100,04356332289449480,,2027,1418,3326,3455,3455,4388,3414,sea,2027,1418,2537,1935,,,,,,
1101,04946559192682453,,450,3942,3935,3430,4708,3579,4708,sea,450,8212,398,2195,,,,,,
1102,04844726157357241,,2957,1279,3265,4351,4293,3825,4981,sea,2957,1279,1159,2185,,,,,,
1103,04824924737447771,,1219,645,4113,4113,3573,4536,3437,sea,1219,645,2855,3711,,,,,,
1104,04135713815565451,,2339,4854,4235,3935,3963,3298,3543,sea,2339,9124,385,600,,,,,,
1105,04933856747427610,,4159,1082,3018,4475,4717,4888,4455,sea,8429,1082,1386,3931,,,,,,
1106,04755628441111157,,2363,3790,4204,3671,3147,4687,3469,sea,2363,8060,3091,1513,,,,,,
1107,04474525268438932,,2363,1103,4137,4197,4998,4093,4891,sea,2363,1103,1186,1467,,,,,,
1108,04511992959679323,,2417,4756,4752,4667,4441,3620,3850,sea,2417,9026,1678,788,,,,,,
1109,04522695738698961,,2344,3315,4104,3664,4412,4536,4966,sea,2344,7585,1632,3528,,,,,,
1110,04299372284284422,,896,1992,4085,4196,4919,3408,4981,sea,896,1992,2718,2209,,,,,,
1111,04544766247997745,,4536,118,3471,4701,3743,4455,3437,sea,8806,118,2732,3954,,,,,,
1112,04377223876886722,,1368,676,3177,4150,4319,3228,4684,sea,1368,676,2752,726,,,,,,
1113,04999886268748860,,2363,3256,3100,3107,3115,4536,4991,sea,2363,7526,2770,1497,,,,,,
1114,04416263924394326,,1752,3638,4946,4856,4578,4424,3751,sea,1752,7908,2741,4116,,,,,,
1115,04297337128738778,,3853,204,3519,4436,4436,3766,3475,sea,8123,204,2932,635,,,,,,
1116,04414288784834982,,2363,1987,4048,3272,3895,3888,4627,sea,2363,1987,2376,1472,,,,,,
1117,04618488536196533,,3828,2915,3577,4986,4832,4426,3856,sea,8098,2915,1014,3881,,,,,,
1118,04571255225435538,,2097,32,3870,4788,4717,4287,3349,sea,2097,32,2323,4054,,,,,,
1119,04253338141741239,,4097,2025,3004,3397,3428,4888,3828,sea,8367,2025,1793,3857,,,,,,
1120,04287554559389680,,2363,296,3547,3831,3356,3809,3344,sea,2363,296,2596,1495,,,,,,
1121,04917272337217942,,41,1762,3858,4442,4279,3483,3497,sea,41,1762,804,737,,,,,,
1122,04262875454294994,,1209,662,3610,3295,3317,4536,4966,sea,1209,662,173,4058,,,,,,
1123,04441422137917128,,76,3840,4529,4642,3297,3001,4536,sea,76,8110,821,3911,,,,,,
1124,04858282991531986,,420,340,3789,3991,3956,3636,4746,sea,420,340,1540,248,,,,,,
1125,04647958356636691,,4142,2330,4644,4644,4276,4357,4357,sea,8412,2330,3184,184,,,,,,
1126,04123856416276137,,2574,4762,4684,4762,4762,4401,4598,sea,2574,9032,3218,638,,,,,,
1127,04241632357247598,,2363,2025,3004,3126,4999,3011,4609,sea,2363,2025,1796,1444,,,,,,
1128,04727383972712880,,3343,4960,4915,4960,3912,3492,4368,sea,7613,9230,43,581,,,,,,
1129,04439919313623232,,1146,1729,3984,4618,4717,4717,4424,sea,1146,1729,1388,4056,,,,,,
1130,04121176548388723,,4153,3912,4372,3627,3987,4332,3996,sea,8423,8182,43,209,,,,,,
1131,04697783223583274,,2843,1361,3126,3004,3846,3696,4368,sea,2843,1361,1749,660,,,,,,
1132,04969451893223342,,2363,959,3802,3122,3015,4351,4704,sea,2363,959,74,1472,,,,,,
1133,04115215568758235,,3333,2265,3983,4316,4098,3774,4726,sea,7603,2265,137,764,,,,,,
1134,04689228954784558,,3333,4399,3745,4318,3587,4691,3675,sea,7603,8669,1283,669,,,,,,
1135,04149144795385686,,2363,554,3293,3114,3664,4795,4965,sea,2363,554,3065,1449,,,,,,
1136,04151978889259943,,64,2694,3745,4318,3110,3566,3090,sea,64,2694,1249,553,,,,,,
1137,04493739912932843,,2363,948,3451,4153,4578,4214,4699,sea,2363,948,1693,1474,,,,,,
1138,04124231848888223,,3934,963,4859,4859,3389,3847,3761,sea,8204,963,2522,243,,,,,,
1139,04216678495995476,,4829,1841,4221,4509,3552,4538,3414,sea,9099,1841,2042,1920,,,,,,
1140,04174285413213274,,1709,452,4399,4318,4614,3742,4287,sea,1709,452,1237,3659,,,,,,
1141,04645133242532871,,4193,2028,4085,4150,4097,4635,4821,sea,8463,2028,2716,4097,,,,,,
1142,04819789269519987,,599,4913,4103,4080,4109,3483,3469,sea,599,9183,2242,753,,,,,,
1143,04165991796226849,,3437,1543,3385,3715,4851,4287,3418,sea,7707,1543,2839,4102,,,,,,
1144,04487328496946699,,2339,1913,3796,3796,3796,4258,3421,sea,2339,1913,3118,753,,,,,,
1145,04821491524744168,,4786,1348,3345,4170,4942,4799,3517,sea,9056,1348,3275,711,,,,,,
1146,04144526621781131,,386,4214,3391,3391,3317,3446,4455,sea,386,8484,520,3601,,,,,,
1147,04442557353493121,,2436,1694,4852,4701,4424,4580,4962,sea,2436,1694,2742,3587,,,,,,
1148,04198163915585641,,3521,2798,3345,4062,4691,4047,4847,sea,7791,2798,3307,600,,,,,,
1149,04752712633253527,,2363,1433,4840,4629,4840,3926,3715,sea,2363,1433,891,1501,,,,,,
1150,04847877365885372,,2363,381,3342,4645,3342,4984,3984,sea,2363,381,2491,1505,,,,,,
1151,04211424645485916,,3769,2448,3780,3955,3518,4536,4776,sea,8039,2448,3161,3693,,,,,,
1152,04477972716236652,,1209,316,4410,3617,3742,3644,4821,sea,1209,316,2597,4069,,,,,,
1153,04153998525985553,,3799,4169,4205,4683,4914,3601,4810,sea,8069,8439,2627,763,,,,,,
1154,04462862473913881,,2219,4606,4562,3687,4587,4132,4033,sea,2219,8876,2770,238,,,,,,
1155,04638268435595262,,2363,2760,4185,4938,4938,4075,4103,sea,2363,2760,1857,1464,,,,,,
1156,04418965141491724,,4097,3949,4057,3949,3894,4717,3446,sea,8367,8219,172,4171,,,,,,
1157,04739879871281190,,2149,2806,3115,3452,3858,4635,3054,sea,2149,2806,807,3919,,,,,,
1158,04295375712122260,,4574,1779,3504,3132,3038,3823,4120,sea,8844,1779,1672,655,,,,,,
1159,04476661571741159,,561,727,3435,3129,3351,4586,4746,sea,561,727,378,239,,,,,,
1160,04852323815555224,,3217,2629,4956,3522,3706,3521,4763,sea,7487,2629,827,687,,,,,,
1161,04833262974894834,,2363,2865,4861,3776,3667,4802,3049,sea,2363,2865,2756,1495,,,,,,
1162,04662883295235454,,1815,1193,4436,3519,4865,3421,3645,sea,1815,1193,2931,725,,,,,,
1163,04548519925515498,,2277,2536,4352,3754,3742,4455,3742,sea,2277,2536,1135,3757,,,,,,
1164,04895613724444968,,2363,4777,3765,4460,3748,3788,3253,sea,2363,9047,1549,1464,,,,,,
1165,04967533316486755,,1752,104,3745,4318,3297,4308,4776,sea,1752,104,1242,3925,,,,,,
1166,04392436119499330,,1770,4606,4196,3170,4701,4760,3300,sea,1770,8876,2743,588,,,,,,
1167,04628914397137851,,2491,3493,4599,3632,3227,4314,3419,sea,2491,7763,2753,2196,,,,,,
1168,04715577362852521,,666,736,3075,3075,3075,3428,4821,sea,666,736,2795,4038,,,,,,
1169,04759115266156426,,2363,1410,4436,3519,3222,4344,4964,sea,2363,1410,2931,1446,,,,,,
1170,04189477454694835,,1371,2448,4025,3955,3573,4580,4821,sea,1371,2448,3130,3627,,,,,,
1171,04524731378298388,,473,3690,4338,3764,3351,4192,4364,sea,473,7960,2769,222,,,,,,
1172,04544499434444912,,3853,2888,3318,3318,4531,4530,4448,sea,8123,2888,4270,550,,,,,,
1173,04128753154194417,,2436,1609,3726,3109,4463,4888,3828,sea,2436,1609,807,3822,,,,,,
1174,04131447287117385,,896,2529,4025,4045,3201,4480,4981,sea,896,2529,278,2186,,,,,,
1175,04798821866466788,,3986,1119,4057,3949,4975,3847,3060,sea,8256,1119,172,243,,,,,,
1176,04717265563213859,,4159,2230,3788,3764,4717,4424,4776,sea,8429,2230,2754,3672,,,,,,
1177,04937811516956414,,3850,1200,4216,4216,4113,4075,4963,sea,8120,1200,2857,783,,,,,,
1178,04624522818638197,,4803,836,4370,4789,3443,4704,4932,sea,9073,836,4229,567,,,,,,
1179,04884578456826182,,1576,4290,3468,3183,4691,4537,3607,sea,1576,8560,319,756,,,,,,
1180,04811553662472969,,577,1841,4509,4509,4072,4388,3111,sea,577,1841,2042,1951,,,,,,
1181,04815646669269765,,2786,3912,4727,4960,4426,4888,4455,sea,2786,8182,28,3752,,,,,,
1182,04545171533693444,,3437,637,3345,4062,3526,3418,3297,sea,7707,637,3399,3603,,,,,,
1183,04336725913883457,,3082,1612,3037,4947,4919,3579,4155,sea,7352,1612,2446,2186,,,,,,
1184,04896146367667856,,1709,1542,3530,3530,4097,4888,4962,sea,1709,1542,2944,3768,,,,,,
1185,04547127964174654,,1209,75,3577,4583,3729,3437,3349,sea,1209,75,1011,3792,,,,,,
1186,04588645934444721,,2835,726,4879,4852,3080,3601,3497,sea,2835,726,2761,670,,,,,,
1187,04426828867187427,,3295,1429,4580,4720,4635,3446,3742,sea,7565,1429,188,3567,,,,,,
1188,04811451913223318,,2651,2438,4313,3599,4576,3411,3396,sea,2651,2438,2813,717,,,,,,
1189,04588647825875874,,2363,1311,4228,3586,4957,3067,4357,sea,2363,1311,4254,1492,,,,,,
1190,04868742219189285,,1959,3466,3874,3170,4422,4500,4741,sea,1959,7736,2722,659,,,,,,
1191,04842388498338697,,1189,979,3165,4216,3349,3644,4536,sea,1189,979,2846,3625,,,,,,
1192,04234174551641272,,147,1037,3002,3002,3092,4090,4033,sea,147,1037,3051,230,,,,,,
1193,04577366369449825,,386,539,3995,3972,4287,4888,3742,sea,386,539,2386,3848,,,,,,
1194,04121274859469152,,2363,620,4283,3427,4871,3334,4773,sea,2363,620,1574,1451,,,,,,
1195,04814696429329483,,546,2669,4529,3381,3201,3618,3923,sea,546,2669,817,2216,,,,,,
1196,04663886929599112,,2220,1410,3519,4436,4977,4971,3967,sea,2220,1410,2934,235,,,,,,
1197,04658763594944868,,2363,1599,3760,3070,4101,4454,4086,sea,2363,1599,3208,1512,,,,,,
1198,04856648478148245,,2491,1694,3693,3549,4919,4919,3631,sea,2491,1694,2722,2206,,,,,,
1199,04254954273523230,,2734,1408,3526,4170,3512,3922,3124,sea,2734,1408,3450,619,,,,,,
1200,04125363814484487,,682,2452,4113,4216,4483,4847,4323,sea,682,2452,2861,620,,,,,,
1201,04278618949499594,,2489,2370,3633,3272,4803,3188,4691,sea,2489,2370,2369,649,,,,,,
1202,04692545385265864,,1449,2448,4081,3955,3035,3327,3338,sea,1449,2448,3159,613,,,,,,
1203,04342714747147713,,2363,35,4145,3009,4270,4526,4574,sea,2363,35,3205,1503,,,,,,
1204,04524842112362958,,4678,1497,3577,4583,3811,3091,3841,sea,8948,1497,1017,567,,,,,,
1205,04414442452492458,,2156,692,4384,4384,4384,3437,3054,sea,2156,692,2253,4081,,,,,,
1206,04712927453383961,,4340,3223,4228,3643,3643,4971,4010,sea,8610,7493,4244,241,,,,,,
1207,04422732147567264,,4237,3814,3386,4645,3472,4047,4704,sea,8507,8084,2496,597,,,,,,
1208,04535379585165732,,774,637,4170,3524,3742,4888,4536,sea,774,637,3366,3568,,,,,,
1209,04432646694724391,,859,2448,3789,3955,3428,4308,4536,sea,859,2448,3178,3738,,,,,,
1210,04227761288228656,,2363,1348,4170,3345,4244,4558,4127,sea,2363,1348,3293,1459,,,,,,
1211,04732922773513597,,3308,637,3345,3345,4660,4691,3507,sea,7578,637,3409,697,,,,,,
1212,04793282825745828,,4348,766,4344,3992,3715,3351,4143,sea,8618,766,2837,232,,,,,,
1213,04123659739229978,,2277,67,3357,3615,3638,4426,3418,sea,2277,67,2768,3959,,,,,,
1214,04743981526566279,,2363,2401,3385,4851,4553,4805,4418,sea,2363,2401,2843,1452,,,,,,
1215,04214581222842771,,2426,437,3669,3858,4424,4424,3828,sea,2426,437,803,3496,,,,,,
1216,04937892688768289,,4293,3035,4540,3323,4314,4314,3923,sea,8563,7305,3059,2181,,,,,,
1217,04174252445985943,,859,1604,4043,4831,4635,4536,3418,sea,859,1604,4262,3759,,,,,,
1218,04669226627147583,,2285,2480,4585,4585,4976,4902,3014,sea,2285,2480,984,242,,,,,,
1219,04552429481451976,,1709,2494,4641,3700,4780,3644,4966,sea,1709,2494,2678,3890,,,,,,
1220,04516943357677447,,2363,2448,4996,3955,4795,3782,4441,sea,2363,2448,3167,1514,,,,,,
1221,04551289198238861,,1772,562,3729,4583,3141,4702,4702,sea,1772,562,1016,2017,,,,,,
1222,04431741855315287,,1144,907,3983,3692,3667,4666,4921,sea,1144,907,1684,2031,,,,,,
1223,04685683853433459,,4424,4907,4840,4629,3349,4717,4821,sea,8694,9177,892,3491,,,,,,
1224,04414875748998585,,2363,3753,3592,3442,4740,3050,3109,sea,2363,8023,389,1471,,,,,,
1225,04885728776166461,,1241,2379,4400,3114,4707,4462,3445,sea,1241,2379,3065,653,,,,,,
1226,04193729987987698,,666,3641,3513,3513,3845,4962,3446,sea,666,7911,2132,3774,,,,,,
1227,04547661194774425,,2363,948,3453,4450,4823,3952,4156,sea,2363,948,1692,1507,,,,,,
1228,04979842367987476,,2363,3226,3284,3284,4436,4958,4333,sea,2363,7496,2948,1472,,,,,,
1229,04839333693863815,,1219,655,3478,4016,4880,4962,4966,sea,1219,655,2766,3607,,,,,,
1230,04588835426826726,,1032,3643,4022,3643,4314,3618,3419,sea,1032,7913,4250,2179,,,,,,
1231,04287124176326360,,2402,2212,3288,3750,3076,4919,4981,sea,2402,2212,3200,2210,,,,,,
1232,04113364928278363,,2363,4098,4861,4751,4496,3424,4664,sea,2363,8368,2770,1479,,,,,,
1233,04426735355115612,,3698,1193,3519,3519,3467,4100,4125,sea,7968,1193,2900,781,,,,,,
1234,04355389652472287,,4348,1087,4990,3103,3273,4695,3060,sea,8618,1087,2549,253,,,,,,
1235,04119517821331886,,2852,3942,3592,3129,3573,4888,4536,sea,2852,8212,321,3692,,,,,,
1236,04699686816936953,,784,2373,3818,3048,4913,3878,4688,sea,784,2373,2237,747,,,,,,
1237,04923895414954236,,3674,3353,4019,3339,3618,4314,3375,sea,7944,7623,2586,2178,,,,,,
1238,04958346915375670,,2363,4399,3745,4318,4553,3711,3761,sea,2363,8669,1248,1486,,,,,,
1239,04532895485475922,,2363,836,3329,4789,3812,3939,4986,sea,2363,836,4223,1496,,,,,,
1240,04194782597347619,,1042,1066,3002,4386,3002,4702,4921,sea,1042,1066,3050,1967,,,,,,
1241,04622745842512352,,2363,1952,4043,3586,3679,3810,3348,sea,2363,1952,4237,1514,,,,,,
1242,04336266599689716,,2149,1923,4551,3728,4669,3418,3297,sea,2149,1923,2723,4122,,,,,,
1243,04429715927767217,,233,741,3798,4599,3227,3825,4708,sea,233,741,2754,2186,,,,,,
