Port Key,Address Key,Port Name,Port Type,Port Size,UN/LOCODE,Phone,Fax,800 Number,Email,Web Site
1243,4243,Eckernforde,Harbor,Small,,49 4351 9050,49 4351 905199,,g.hammer@stadtwerke-eckernfoerde.de,www.stadtwerke-eckernfoerde.de
1244,4244,Elsfleth,River Port,Small,DEELS,,,,,
1245,4245,Gersheim,,,,,,,,
1246,4246,Giessen,,,,,,,,
1247,4247,Gluckstadt,Seaport,Small,,49 0 4852 884-0,49 0 4852 884-26,,info@elbehafen.de,www.elbehafen.de
1248,4248,Hamburg,Seaport,Very Large,DEHAM,+49-40 / 37 709 -0,+49-40/37 709-109,,info@hafen-hamburg.de,www.hafen-hamburg.de
1249,4249,Hamburg-Harburg,,,,,,,,
1250,4250,Heidelberg,,,,,,,,
1251,4251,Heiligenhafen,Harbor,Small,,49 4362 900434,49 4362 900436,,,www.hvbkg.de
1252,4252,Hollage,,,,,,,,
1253,4253,Holtenau,Seaport,Medium,,,,,,
1254,4254,Husum,Harbor,Small,,49 4841 661317,49 4841 661321,,,
1255,4255,Itzehoe,River Port,Small,,49 04821 77 40,49 04821 77 41 17,,info@stadtwerke-itzehoe.de,www.stadtwerke-itzehoe.de
1256,4256,Kappeln,Harbor,Small,,49 4642 3156,49 4642 18328,,,
1257,4257,Karlsruhe,,,,,,,,
1258,4258,Kehl,River Port,Medium,,49 7851 8970,49 7851 89766,,,
1259,4259,Kiel,Seaport,Medium,DEKEL,49 431 98 22-0,49 431 98 22-105,,info@port-of-kiel.com,www.port-of-kiel.de
1260,4260,Koblenz,,,,,,,,
1261,4261,Koln,,,DECGN,,,,,
1262,4262,Krefeld,River Port,Small,,49 2151 49270,49 2151 492750,,,
1263,4263,Laboe,Harbor,Small,,,,,,
1264,4264,Leer,River Port,Small,DELEE,0491 - 92770-0,0491 - 92770-10,,info@stadtwerke-leer.de,www.stadtwerke-leer.de
1265,4265,Leipzig,,,,,,,,
1266,4266,Lubeck,Seaport,Large,DELBC,+49 (4 51) 79 00,,,martin.schwardt@lhg-online.de,www.lhg-online.de
1267,4267,Ludwigshafen Am Rhein,River Port,Small,,0621/5984-0,0621/5984-135,,info@hafenbetriebe-ludwigshafen.de,www.hafenbetriebe-ludwigshafen.de
1268,4268,Mainz,River Port,Small,,06131 - 12 8,06131 - 12 78 77,,info@stadtwerke-mainz.de,www.stadtwerke-mainz.de
1269,4269,Monheim,,,,,,,,
1270,4270,Nessmersiel,,,,,,,,
1271,4271,Neuharlingersiel,,,,,,,,
1272,4272,Neuhaus,,,,,,,,
1273,4273,Neuss,River Port,Medium,,49 2131 53230,49 213 1532 3105,,info@nd-haefen.de,www.nd-haefen.de
1274,4274,Neustadt/Holstein,,,,,,,,
1275,4275,Nurnberg,,,,,,,,
1276,4276,Oldenburg,River Port,Small,,49 0441-235-3073,49 0441-235-3130,,hafenbuero@stadt-oldenburg.de,www.oldenburg.de
1277,4277,Oldersum,,,,,,,,
1278,4278,Orth,,,,,,,,
1279,4279,Papenburg,River Port,Small,,49 4961 82226,49 4961 82315,,hafen@papenburg.de,
1280,4280,Rastatt,,,,,,,,
1281,4281,Regensburg,,,,,,,,
1282,4282,Rendsburg,River Port,Small,,49 4331 14070,49 4331 5336,,info@kreishhafen-rd.de,
1283,4283,Rostock,Seaport,Medium,DERSK,49 381 350 0,49 381 350 5515,,info@rostock-port.de,www.rostock-port.de
1284,4284,Salzgitter,,,,,,,,
1285,4285,Sassnitz,Harbor,Small,,49 0 3 83 92-55-0,49 0 3 83 92-5 52 40,,info@faehrhafen-sassnitz.de,www.faehrhafen-sassnitz.de
1286,4286,Schleswig,Seaport,Small,,,,,,
1287,4287,Schwarzenhutten,,,,,,,,
1288,4288,Stade,River Port,Small,,49 4141 404117,49 4141 404174,,,
1289,4289,Stuhr,,,,,,,,
1290,4290,Toenning,River Port,Small,,,,,,
1291,4291,Uckermunde,,,,,,,,
1292,4292,Ulm,,,,,,,,
1293,4293,Wilhelmshaven,,,DEWVN,,,,,
1294,4294,Accra,,,,,,,,
1295,4295,Saltpond,"Pier, Jetty or Wharf",Very Small,,,,,,
1296,4296,Sekondi,,,,,,,,
1297,4297,Takoradi,Harbor,Small,GHTKD,233 31 24073,233 31 24874,,takoradi@ghanaports.gov.gh,www.ghanaports.gov.gh
1298,4298,Tema,Seaport,Medium,GHTEM,233 22 204385,233 22 204136,,tema@ghanaports.net,www.ghanaports.gov.gh
1299,4299,Gibraltar,Seaport,Medium,GIGIB,350 77254,350 77011,,davis@gibtelecom.net,www.gibraltarport.com
1300,4300,Achladi,"Pier, Jetty or Wharf",Small,,30 223 802 2329,30 223 802 3998,,,
1301,4301,Agia Marina,,,,,,,,
1302,4302,Aspra Spitia Ore Terminal,,,,,,,,
1303,4303,Aspropirgos,,,,,,,,
1304,4304,Athinai,,,,,,,,
1305,4305,Attiki,,,,,,,,
1306,4306,Ayia Marina,,,,,,,,
1307,4307,Cephalonia,,,,,,,,
1308,4308,Chalkida,,,,,,,,
1309,4309,Chios,Harbor,Small,,30 227 104 4433,30 227 104 4432,,,www.chiosport.gr
1310,4310,Corfu,,,,,,,,
1311,4311,Corinth,,,,,,,,
1312,4312,Drepano,,,,,,,,
1313,4313,Gythion,"Pier, Jetty or Wharf",Small,,30 273 302 2262,30 273 302 2229,,,
1314,4314,Heraklion,,,,,,,,
1315,4315,Igoumenitsa,Harbor,Small,,30 266 509 9300,30 266 509 9330,,,
1316,4316,Isthmia,,,,,,,,
1317,4317,Kalamaki,,,,,,,,
1318,4318,Kalymnos,Harbor,Small,,30 224 302 4444,30 224 305 0137,,,
1319,4319,Karlovassi,,,,,,,,
1320,4320,Katakolon,Seaport,Small,,30 262 104 1206,30 262 104 1109,,limenkat@in.gr,
1321,4321,Kavonisi-Kissamos,,,,,,,,
1322,4322,Kymassi,,,,,,,,
1323,4323,Lavrion,,,,,,,,
1324,4324,Marathoupolis,,,,,,,,
1325,4325,Mesolongi,,,,,,,,
1326,4326,Methoni,,,,,,,,
1327,4327,Milos Island,,,,,,,,
1328,4328,Mykonos Island,,,,,,,,
1329,4329,Nauplia,,,,,,,,
1330,4330,Navarino,,,,,,,,
1331,4331,Pachi,,,,,,,,
1332,4332,Paroikia,,,,,,,,
1333,4333,Patmos,Harbor,Small,,,,,,
1334,4334,Piraeus,Seaport,Large,GRPIR,210 4550229,210 4550310,,olp@apopsinet.gr,www.olp.gr
1335,4335,Poseidonia,,,,,,,,
1336,4336,Preveza/Lefkas,,,,,,,,
1337,4337,Pyli,,,,,,,,
1338,4338,Pylos,"Pier, Jetty or Wharf",Small,,30 272 302 2225,30 272 302 2007,,,
1339,4339,Rafina,Harbor,Small,,30 22940 22300,30 22940 25798,,rafn@yen.gr,
1340,4340,Rethimnon,,,,,,,,
1341,4341,Rhodes,Harbor,Small,GRRHO,30 224 102 7242,,,,
1342,4342,Rio,,,,,,,,
1343,4343,Seriphos Island,Harbor,Very Small,,30 228 105 1470,30 228 105 1470,,,
1344,4344,Stratoni,"Pier, Jetty or Wharf",Very Small,,30 237 602 9100,,,,
1345,4345,Stylis,"Pier, Jetty or Wharf",Small,,30 223 802 2329,,,,
1346,4346,Syros Island,,,,,,,,
1347,4347,Thessaloniki,Seaport,Medium,GRSKG,30 31 0 593129,30 31 0 510500,,info@thpa.gr,www.thpa.gr
1348,4348,Vathi,,,,,,,,
1349,4349,Volos,Seaport,Medium,GRVOL,30 24210 - 31226,30 24210-31115,,admin@port-volos.gr,www.port-volos.gr
1350,4350,Yali Island,,,,,,,,
1351,4351,Yerakini,"Pier, Jetty or Wharf",Small,,30 237 105 1240,,,,
1352,4352,Zante,,,,,,,,
1353,4353,Aasiaat,Seaport,Small,,299 89 20 33,299 89 21 32,,hra@ral.gl,www.ral.gl
1354,4354,Ammassalik,Seaport,Small,,299 98 11 33,299 98 11 36,,jop@ral.gl,www.ral.gl
1355,4355,Christianshaab,,,,,,,,
1356,4356,Egedesminde,,,,,,,,
1357,4357,Faeringehavn,"Pier, Jetty or Wharf",Very Small,,,,,,
1358,4358,Frederikshaab,,,,,,,,
1359,4359,Holsteinsborg,,,,,,,,
1360,4360,Ilulissat,Harbor,Small,,299 94 35 33,299 94 45 32,,kag@ral.gl,www.ral.gl
1361,4361,Jakobshavn,,,,,,,,
1362,4362,Julianehaab,,,,,,,,
1363,4363,Kangilinnguit,"Pier, Jetty or Wharf",Very Small,,,,,,
1364,4364,Maniitsoq,Seaport,Small,,299 81 36 33,299 81 38 32,,pbi@ral.gl,www.ral.gl
1365,4365,Narssarssuaq,"Pier, Jetty or Wharf",Very Small,,,,,,
1366,4366,North Star Bugt,Seaport,Small,,,,,,
1367,4367,Paamiut,Seaport,Small,,299 68 16 33,299 68 16 32,,nlo@ral.gl,www.ral.gl
1368,4368,Qaanaaq,"Pier, Jetty or Wharf",Very Small,,,,,,
1369,4369,Qaqortoq,Seaport,Small,,299 64 16 33,299 64 16 32,,eti@ral.gl,www.ral.gl
1370,4370,Qasigiannguit,Seaport,Small,,299 91 10 33,299 91 10 32,,hgr@ral.gl,www.ral.gl
1371,4371,Qeqertarsuaq,"Pier, Jetty or Wharf",Very Small,,,,,,
1372,4372,Sisimiut,Seaport,Small,,299 86 59 33,299 86 57 32,,hfe@ral.gl,www.ral.gl
1373,4373,Sukkertoppen,,,,,,,,
1374,4374,Umanak,,,,,,,,
1375,4375,Upernavik,Seaport,Small,,299 96 20 33,299 96 20 34,,jle@ral.gl,www.ral.gl
1376,4376,Upernivik,,,,,,,,
1377,4377,St. George,,,,,,,,
1378,4378,St George's,Harbor,Small,,473-440-7878,470-440-3418,,grenport@caribsurf.com,www.grenadacruiseport.com
1379,4379,Basse Terre,,,,,,,,
1380,4380,Gustavia,"Pier, Jetty or Wharf",Very Small,GPGUS,590 590 276697,590 590 278154,,port.de.gustavia@wanadoo.fr,
1381,4381,Pointe-a-Pitre,,,GPPTP,,,,,
1382,4382,Apra Harbour,Seaport,Medium,,671-477-5931,671-477-2689,,webmaster@portofguam.com,www.portofguam.com
1383,4383,Champerico,"Pier, Jetty or Wharf",Very Small,GTCHR,,,,,www.cocatram.org.ni/puertosca/pto_champerico_guatemala.html
1384,4384,Puerto Barrios,Harbor,Small,GTPBR,920-1500,920-1548,,,www.puertobarriosonline.com
1385,4385,Puerto Quetzal,Harbor,Medium,GTPRQ,,,,mercadeo@puerto-quetzal.com,www.puerto-quetzal.com
1386,4386,San Jose,Off-Shore Terminal,Small,CRSJO,,,,,www.cocatram.org.ni/puertosca/pto_sanjose_guatemala.html
1387,4387,Santo Tomas de Castilla,,,,,,,,
1388,4388,Santo Tomas De Santo,,,,,,,,
1389,4389,Conakry,Seaport,Small,GNCKY,224 442737,224 412604,,,
1390,4390,Port Kamsar,,,,,,,,
1391,4391,Bissau,Seaport,Small,GWOXB,245 201984,245 201984,,,
1392,4392,Bolama,"Pier, Jetty or Wharf",Very Small,,,,,,
1393,4393,Bubaque,,,,,,,,
1394,4394,Cacheu,,,,,,,,
1395,4395,Bartica,,,,,,,,
1396,4396,Essequibo River,,,,,,,,
1397,4397,Georgetown,Seaport,Medium,GYGEO,592-226-1732,,,,www.gnsc.com
1398,4398,Kaituma,,,,,,,,
1399,4399,Linden,River Port,Very Small,,592-225-9350,592- 227-8545,,,www.gina.gov.gy/agencies.html
1400,4400,New Amsterdam,River Port,Small,,592-226-1732,,,,www.gnsc.com
1401,4401,Aux Cayes,"Pier, Jetty or Wharf",Very Small,,509 262-2100,509 262-9100,,apncap@apn.gouv.ht,www.apn.gouv.ht
1402,4402,Cap Haitien,,,,,,,,
1403,4403,Fort Liberte,,,,,,,,
1404,4404,Lafiteau,,,,,,,,
1405,4405,Miragoane,"Pier, Jetty or Wharf",Very Small,,509 223-2442,,,apnpap@apn.gouv.ht,www.apn.gouv.ht
1406,4406,Port au Prince,Seaport,Small,,509 223-2440,509 221-3479,,apnpap@apn.gouv.ht,www.apn.gouv.ht
1407,4407,Coxen Hole,,,,,,,,
1408,4408,La Ceiba,"Pier, Jetty or Wharf",Small,HNLCE,504 434 4902,504 434 4448,,,www.enp.hn
1409,4409,Puerto Castilla,Harbor,Small,HNPCA,504 434 4902,504 434 4448,,,www.enp.hn
1410,4410,Puerto Cortes,Seaport,Small,HNPCR,504 434 4902,504 434 4448,,,www.enp.hn
1411,4411,San Lorenzo,"Pier, Jetty or Wharf",Very Small,HNSLO,504 434 4902,504 434 4448,,,www.enp.hn
1412,4412,Tela,"Pier, Jetty or Wharf",Small,HNTEA,504 434 4902,504 434 4448,,,www.enp.hn
1413,4413,Hong Kong,Deepwater Seaport,Very Large,HKHKG,852 2542 3711,852 2541 7194,,mdenquiry@mardep.gov.hk,www.mardep.gov.hk
1414,4414,Budapest,River Port,Medium,HUBUD,36 1 278-4001,36 1 278-4000,,,www.ferroport.hu
1415,4415,Papa,,,,,,,,
1416,4416,Akranes,Harbor,Small,,893-1110,431-1132,,vog1@simnet.is,
1417,4417,Akureyri,Harbor,Small,,+354 460 4200,+354 460 4209,,petur@port.is,www.port.is
1418,4418,Dalvik,Harbor,Very Small,,466-1373,466-1063,,hsed@hse.is,
1419,4419,Djupivogur,Harbor,Small,,478 8288,478 8188,,djupivogur@djupivogur.is,www.djupivogur.is
1420,4420,Faskrudsfjordur,Harbor,Small,,475-1323,475-1459,,hofnfas@austurbyggd.is,
1421,4421,Grenivik,Harbor,Very Small,,892-5033,463-3293,,,
1422,4422,Grindavik,Harbor,Small,,426-8046,426-7435,,hofnin@grindavik.is,www.grindavik.is
1423,4423,Grundarfjordur,Harbor,Small,,438-6705,438-6641,,hofn@grundarfjordur.is,www.grundarfjordur.is
1424,4424,Grundartangi,"Pier, Jetty or Wharf",Very Small,ISGRT,,,,,
1425,4425,Hafnarfjordur,Harbor,Small,,354 414 2300,354 414 2301,,port@hafnarfjordur.is,www.hafnarfjardarhofn.is
1426,4426,Helguvik,,,,,,,,
1427,4427,Hornafjordur,,,,,,,,
1428,4428,Husavik,,,,,,,,
1429,4429,Hvammstangi,Harbor,Small,,451-2753,451-2307,,,
1430,4430,Isafjordur,,,,,,,,
1431,4431,Keflavik,Harbor,Small,,354 421 4575,354 421 2666,,,www.randburg.com/is/portkefl
1432,4432,Neskaupstadur,Harbor,Small,,477-1333,477-1440,,nhofn@fjardabyggd.is,
1433,4433,Raufarhofn,Harbor,Small,,465 1151,465 1121,,skrifstofa@raufarhofn.is,www.raufarhofn.is
1434,4434,Reykjavik,Harbor,Small,ISREY,354 552 8211,354 552 9880,,hofnin@rvk.is,www.reykjavik.is
1435,4435,Seydisfjordur,Harbor,Small,,472-1424,472-1574,,,
1436,4436,Siglufjord,,,,,,,,
1437,4437,Skagastrond,Harbor,Small,,452-2614,894-6007,,,
1438,4438,Stodhvarfjordur,Harbor,Very Small,,475 1323,475 1459,,,
1439,4439,Straumsvik,,,,,,,,
1440,4440,Vestmannaeyjar,,,,,,,,
1441,4441,Vestmann Islandvestm,,,,,,,,
1442,4442,Vopnafjordur,Harbor,Small,,473-1299,473-1559,,hofn@vopnafjardarhreppur.is,www.vopnafjardarhreppur.is
1443,4443,Ahmedabad,,,INAMD,,,,,
1444,4444,Albert Victor (Beherai),,,,,,,,
1445,4445,Alewadi,,,,,,,,
1446,4446,Allepey,"Pier, Jetty or Wharf",Very Small,,91 477 225 3213,,91 477 225 3213,,
1447,4447,Bedi Bunder,,,,,,,,
1448,4448,Belekeri,"Pier, Jetty or Wharf",Very Small,,91 838 221494,91 838 221488,,,
1449,4449,Bhavnagar,"Pier, Jetty or Wharf",Very Small,,079-23238346,079-23234703,,gmbad1@sancharnet.in,www.gmbports.org
1450,4450,Bhusawal,,,,,,,,
1451,4451,Bombay,Deepwater Seaport,Large,,66565656,91 22 22611011,,mbpt@vsnl.com,www.mumbaiport.gov.in
1452,4452,Calcutta,River Port,Large,,91-33 2230-3451,91-33 2220-4901,,portofcalcutta@portofcalcutta.com,www.kolkataporttrust.gov.in
1453,4453,Calicut,,,,,,,,
1454,4454,Calingapatnam,"Pier, Jetty or Wharf",Very Small,,,,,,
1455,4455,Chennai,Seaport,Large,,91 44 25362201,91 44 25361228,,diredp@chennaiport.gov.in,www.chennaiport.gov.in
1456,4456,Cochin,Seaport,Large,INCOK,91 484 266 6871,91 484 266 8163,,mail@cochinport.com,www.cochinport.com
1457,4457,Colochel,,,,,,,,
1458,4458,Cuddalore,Harbor,Small,INCDL,91-4142-2025,,,,
1459,4459,Dabhol,,,,,,,,
1460,4460,Dahej,"Pier, Jetty or Wharf",Small,,079-23238346,079-23234703,,gmbad1@sancharnet.in,www.gmbports.org
1461,4461,Dholera,Seaport,Medium,,91 792 640 1782,91 792 640 1892,,jkwc-amd@satyam.net.in,
1462,4462,Dighi,,,,,,,,
1463,4463,Ennore,Seaport,Small,,91-44-25251666,91-44-25251665,,info@epl.gov.in,www.ennoreport.gov.in
1464,4464,Faridabad,,,,,,,,
1465,4465,Goa,,,INGOI,,,,,
1466,4466,Gopalpur,"Pier, Jetty or Wharf",Very Small,,91-6811-62703,,,,
1467,4467,Haldia,Seaport,Medium,INHAL,91-03224 263-114,,,haldia.dock@nic.in,www.kolkataporttrust.gov.in
1468,4468,Hazira,,,,,,,,
1469,4469,Honavar,Harbor,Very Small,,,,,,
1470,4470,Jafarabad,,,,,,,,
1471,4471,Jaigad,,,,,,,,
1472,4472,Jakhau,,,,,,,,
1473,4473,Jawaharlal Nehru Port,Seaport,Large,,91-22-7242322,91-22-7242325,,jawahar@giasbm01.vsnl.net.in,www.jnport.com
1474,4474,Kakinada,Seaport,Medium,,91 884 - 2365089,91 884 - 2385402,,mails@kakinadaseaports.in,www.kakinadaseaports.in
1475,4475,Kandla,Seaport,Large,INIXY,91 2836 221347,91 2836 232040,,kpt@kandlaport.com,www.kandlaport.com
1476,4476,Kanpur,,,INKNU,,,,,
1477,4477,Kanyakumari Port,,,,,,,,
1478,4478,Karwar,Seaport,Small,,91 838 226342,91 838 221488,,,
1479,4479,Krishnapatnam,Seaport,Small,INKRI,91 40 2354 6563,91 40 2354 8243,,info@krishnapatnam.com,www.krishnapatnam.com
1480,4480,Kundapur,River Port,Very Small,,91 825 445072,91 838 221488,,,
1481,4481,Ludhiana,,,INLUH,,,,,
1482,4482,Madras,,,,,,,,
1483,4483,Magdalla,Seaport,Medium,,079-23238346,079-23234703,,gmbad1@sancharnet.in,www.gmbports.org
1484,4484,Mahe,,,SCMAW,,,,,
1485,4485,Malpe,Harbor,Small,,,,,,
1486,4486,Mandvi,Seaport,Medium,,079-23238346,079-23234703,,gmbad1@sancharnet.in,www.gmbports.org
1487,4487,Mangalore,Seaport,Medium,INIXE,091-824-2407341,091-824-2408390,,nmptchairman@sify.com,www.newmangalore-port.com
1488,4488,Marmagoa,,,,,,,,
1489,4489,Moradabad,,,INMOR,,,,,
1490,4490,Mulgund,,,,,,,,
1491,4491,Mumbai,,,,,,,,
1492,4492,Mundra,Seaport,Medium,INMUN,91-2838-289248,91-2838-289200,,mktg@portofmundra.com,www.portofmundra.com
1493,4493,Nagapattinam,Seaport,Small,,91- 04365-42255,,,,
1494,4494,Navlakhi,Seaport,Medium,,079-23238346,079-23234703,,gmbad1@sancharnet.in,www.gmbports.org
1495,4495,Neendakara,Harbor,Small,,91-471-324533,91-471-324842,,,www.kerala.gov.in
1496,4496,New Delhl,,,,,,,,
1497,4497,New Mangalore,,,,,,,,
1498,4498,New Tuticorin,,,,,,,,
1499,4499,Nhava Sheva,,,,,,,,
1500,4500,Okha,Seaport,Small,,079-23238346,079-23234703,,gmbad1@sancharnet.in,www.gmbports.org
1501,4501,Panaji,Harbor,Small,,91 832 222 5070,91 832 242 1483,,,
1502,4502,Paradip,Seaport,Large,,06722 222046,06722 222256,,chmppt@paradipport.gov.in,www.paradipport.gov.in
1503,4503,Pindhara,,,,,,,,
1504,4504,Pipavav,,,,,,,,
1505,4505,Pondicherry,"Pier, Jetty or Wharf",Very Small,,91 413 233 7114,,,port@pon.nic.in,port.pon.nic.in
1506,4506,Porbandar,Seaport,Medium,,079-23238346,079-23234703,,gmbad1@sancharnet.in,www.gmbports.org
1507,4507,Port Blair,,,,,,,,
1508,4508,Ratnagiri,Seaport,Small,,91-22-2692409,022-2614331,,,
1509,4509,Redi,"Pier, Jetty or Wharf",Very Small,,91-22-2692409,022-2614331,,,
1510,4510,Sikka,,,,,,,,
1511,4511,Tadri,"Pier, Jetty or Wharf",Very Small,,,,,,
1512,4512,Trivandrum,"Pier, Jetty or Wharf",Very Small,,91-471-324533,91-471-324842,,,
1513,4513,Tuticorin,Seaport,Medium,INTUT,0461 2352290,0461 2352301,,tutport@sancharnet.in,tuticorinport.gov.in
1514,4514,Vadinar Terminal,,,,,,,,
1515,4515,Valinokkam,,,,,,,,
1516,4516,Vengurla,"Pier, Jetty or Wharf",Very Small,,91 23 666 2077,91 23 666 2077,,,
1517,4517,Veraval,Seaport,Medium,INVVA,079-23238346,079-23234703,,gmbad1@sancharnet.in,www.gmbports.org
1518,4518,Visakhapatnam,Seaport,Large,INVTZ,91 891 2564841,91 891 2565023,,info@vizagport.com,www.vizagport.com
1519,4519,Vishakhapatnam,,,,,,,,
1520,4520,Amamapare,,,,,,,,
1521,4521,Ampenan,,,,,,,,
1522,4522,Anoa Natuna,,,,,,,,
1523,4523,Anyer Terminal,,,,,,,,
1524,4524,Balongan,,,,,,,,
1525,4525,Bandung,,,,,,,,
1526,4526,Banjarmasin,Seaport,Medium,IDBDJ,62 51 153670,62 51 152552,,,www.pp3.co.id
1527,4527,Banten,Seaport,Medium,,62-254-601418,62-254-601419,,cbtn2dt@indosat.net.id,www.bantenport.co.id
1528,4528,Banyuwangi,,,,,,,,
1529,4529,Banyuwangi - Meneng,,,,,,,,
1530,4530,Batu Ampar,,,,,,,,
1531,4531,Bau-Bau,,,,,,,,
1532,4532,Bekapai Terminal,,,,,,,,
1533,4533,Belawan,,,,,,,,
1534,4534,Belida Marine Terminal,,,,,,,,
1535,4535,Bengkulu,,,,,,,,
1536,4536,Benoa,,,,,,,,
1537,4537,Benteng,,,,,,,,
1538,4538,Biak,,,,,,,,
1539,4539,Bima,,,,,,,,
1540,4540,Bintuni,,,,,,,,
1541,4541,Biringkasi,,,,,,,,
1542,4542,Bitung,,,,,,,,
1543,4543,Blang Lancang,,,,,,,,
1544,4544,Bojonegara,,,,,,,,
1545,4545,Bontang,,,,,,,,
1546,4546,Buatan,,,IDBUN,,,,,
1547,4547,Bula,,,,,,,,
1548,4548,Bunyu,,,,,,,,
1549,4549,Celukan Bawang,,,,,,,,
1550,4550,Cengkareng,,,,,,,,
1551,4551,Cigading,Seaport,Small,IDCIG,62 - 254 - 311121,62 - 254 - 311178,,komersial@cigadingport.com,www.cigadingport.com
1552,4552,Cirebon,,,,,,,,
1553,4553,Ciwandan,Seaport,Small,,62 254 311178,,,,
1554,4554,Dabo,,,,,,,,
1555,4555,Dumai,,,,,,,,
1556,4556,Ende,,,,,,,,
1557,4557,Gebe Island,,,,,,,,
1558,4558,Gilimanuk,,,,,,,,
1559,4559,Gorontalo,,,,,,,,
1560,4560,Gresik,,,,,,,,
1561,4561,Gunung Sitoli,,,,,,,,
1562,4562,Hagu,,,,,,,,
1563,4563,Jakarta,Seaport,Large,,62-21-4367305,62-21-4372933,,priok@inaport2.co.id,www.priokport.co.id
1564,4564,Jambi,,,,,,,,
1565,4565,Jambi,,,,,,,,
1566,4566,Jayapura,,,,,,,,
1567,4567,Kabil,Harbor,Small,IDKAB,,,,,
1568,4568,Kaimana,,,,,,,,
1569,4569,Kakap Natuna Marine Terminal,,,,,,,,
1570,4570,Kasim Marine Terminal,,,,,,,,
1571,4571,Kempo,,,,,,,,
1572,4572,Kendari,,,,,,,,
1573,4573,Kidjang,,,,,,,,
1574,4574,Kijang,,,,,,,,
1575,4575,Kota Baru,,,,,,,,
1576,4576,Krueng Geukueh,,,,,,,,
1577,4577,Kuala Beukah,,,,,,,,
1578,4578,Kuala Enok,,,,,,,,
1579,4579,Kuala Kapuas,,,,,,,,
1580,4580,Kuala Langsa,,,,,,,,
1581,4581,Kuala Tanjung,,,,,,,,
1582,4582,Kumai,"Pier, Jetty or Wharf",Small,,,,,,
1583,4583,Labuan Amuk Terminal,,,,,,,,
1584,4584,Lalang Marine Terminal,,,,,,,,
1585,4585,Larantuka,,,,,,,,
1586,4586,Lawi-Lawi Terminal,,,,,,,,
1587,4587,Lhoknga,,,,,,,,
1588,4588,Lhokseumawe,,,,,,,,
1589,4589,Lhoksumawe,Seaport,Small,,,,,,www.inaport1.co.id
1590,4590,Macassar,,,,,,,,
1591,4591,Madura,,,,,,,,
1592,4592,Mahakam River,,,,,,,,
1593,4593,Majene,,,,,,,,
1594,4594,Malahayati,,,,,,,,
1595,4595,Malili,,,,,,,,
1596,4596,Manggar,,,,,,,,
1597,4597,Manokwari,,,,,,,,
1598,4598,Maumere,,,,,,,,
1599,4599,Medan,,,,,,,,
1600,4600,Medan,,,,,,,,
1601,4601,Merak,,,,,,,,
1602,4602,Merauke,,,,,,,,
1603,4603,Meulaboh,,,,,,,,
1604,4604,Muntok,,,,,,,,
1605,4605,Namlea,,,,,,,,
1606,4606,North Pulau Laut Coal Terminal,,,,,,,,
1607,4607,Nunukan,,,,,,,,
1608,4608,Padang,,,IDPDG,,,,,
1609,4609,Padang (Teluk Bajur),,,,,,,,
1610,4610,Palapo,,,,,,,,
1611,4611,Palembang,,,,,,,,
1612,4612,Palembang,,,,,,,,
1613,4613,Pamekasan,,,,,,,,
1614,4614,Panarukan,,,,,,,,
1615,4615,Pangkalan Susu,,,,,,,,
1616,4616,Pangkal Balam,,,,,,,,
1617,4617,Panjang,Seaport,Small,IDPNJ,62 21 435 1226,62 21 435 1225,,,portal.inaport2.co.id
1618,4618,Pantoloan,,,,,,,,
1619,4619,Pekanbaru,,,,,,,,
1620,4620,Pemangkat,,,,,,,,
1621,4621,Penuba,"Pier, Jetty or Wharf",Small,,,,,,
1622,4622,Perawang,,,IDPWG,,,,,
1623,4623,Pomala,,,,,,,,
1624,4624,Pontianak,,,,,,,,
1625,4625,Port Okha,,,,,,,,
1626,4626,Poso,,,,,,,,
1627,4627,Probolinggo,,,,,,,,
1628,4628,Prointal,,,,,,,,
1629,4629,Pulang Pisau,,,,,,,,
1630,4630,Pulau Baai,,,,,,,,
1631,4631,Pulau Batam,,,,,,,,
1632,4632,Ramba,,,,,,,,
1633,4633,Rengat,,,,,,,,
1634,4634,Sabang,,,,,,,,
1635,4635,Samarinda,,,,,,,,
1636,4636,Sambas,,,,,,,,
1637,4637,Sampit,,,,,,,,
1638,4638,Sangatta,,,,,,,,
1639,4639,Santan Terminal,,,,,,,,
1640,4640,Sekupang,,,,,,,,
1641,4641,Selat Pandjang,,,,,,,,
1642,4642,Semangka Bay,,,,,,,,
1643,4643,Semarang,,,IDSRG,,,,,
1644,4644,Senipah Terminal,,,,,,,,
1645,4645,Sibolga,,,,,,,,
1646,4646,Singkawang,,,,,,,,
1647,4647,Sintete,,,,,,,,
1648,4648,Sunda Kelapa,,,,,,,,
1649,4649,Sungai Guntung,,,,,,,,
1650,4650,Sungai Pakning,,,,,,,,
1651,4651,Surabaya,Seaport,Medium,IDSUB,62 (31) 3283265-70,62 (31) 3291628,,,www.tps.co.id
1652,4652,Susoh,,,,,,,,
1653,4653,Tahuna,,,,,,,,
1654,4654,Tanah Merah,,,,,,,,
1655,4655,Tandjung Uban,,,,,,,,
1656,4656,Tanjung Balai Asahan,,,,,,,,
1657,4657,Tanjung Balai Karimun,,,,,,,,
1658,4658,Tanjung Bara Coal Terminal,,,,,,,,
1659,4659,Tanjung Gerem,,,,,,,,
1660,4660,Tanjung Intan,,,,,,,,
1661,4661,Tanjung Pandan,,,,,,,,
