Commodity Key,HS Code,Description,Package Size (m^3),Package Weight (kg),Densities (kg/m^3)
1399,262021,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",1.654,183.67,111.046
1400,820520,Proin risus.,2.897,1691.83,583.994
1401,411520,Ut tellus.,1.380,1148.92,832.552
1402,261710,Aliquam quis turpis eget elit sodales scelerisque.,3.220,76.10,23.635
1403,283410,Etiam justo.,0.616,776.72,1260.913
1404,844316,Mauris sit amet eros.,1.632,1030.21,631.257
1405,521221,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",3.017,2314.39,767.117
1406,847981,Suspendisse accumsan tortor quis turpis.,1.595,688.55,431.692
1407,380290,Vestibulum ac est lacinia nisi venenatis tristique.,2.315,2925.77,1263.832
1408,722519,Praesent blandit lacinia erat.,0.953,948.79,995.586
1409,790400,Morbi porttitor lorem id ligula.,3.758,1053.40,280.309
1410,030391,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",1.331,1763.39,1324.861
1411,902590,Nulla tempus.,1.233,930.40,754.579
1412,282710,Integer ac leo.,1.765,889.34,503.875
1413,810210,Integer non velit.,0.428,397.12,927.845
1414,252020,Praesent blandit lacinia erat.,4.149,3245.41,782.215
1415,441239,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",2.129,262.50,123.297
1416,540263,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",0.586,492.17,839.888
1417,293372,Proin risus.,0.918,927.41,1010.253
1418,300449,Proin at turpis a pede posuere nonummy.,0.685,19.39,28.304
1419,392390,Cras in purus eu magna vulputate luctus.,0.817,525.09,642.706
1420,750810,Sed sagittis.,5.158,1889.81,366.385
1421,760511,Etiam faucibus cursus urna.,2.681,2321.45,865.889
1422,842112,Pellentesque viverra pede ac diam.,1.794,1812.34,1010.225
1423,450110,Integer non velit.,1.727,2102.01,1217.144
1424,283190,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,1.601,347.69,217.170
1425,820160,Duis bibendum.,2.052,1454.72,708.929
1426,610310,Maecenas rhoncus aliquam lacus.,3.406,4225.72,1240.669
1427,853120,Integer a nibh.,0.532,496.75,933.737
1428,870899,Nullam sit amet turpis elementum ligula vehicula consequat.,2.091,74.99,35.865
1429,010614,Vivamus vestibulum sagittis sapien.,1.444,1695.44,1174.124
1430,821420,Pellentesque viverra pede ac diam.,1.059,1651.89,1559.856
1431,440290,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",6.519,7037.39,1079.520
1432,291639,Morbi a ipsum.,2.612,2752.67,1053.855
1433,291513,Duis at velit eu est congue elementum.,3.336,2965.71,889.003
1434,732611,In eleifend quam a odio.,0.373,265.04,710.566
1435,621320,Aenean sit amet justo.,1.167,1014.16,869.033
1436,903040,In hac habitasse platea dictumst.,1.830,1486.12,812.085
1437,520912,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,2.635,2475.52,939.478
1438,540782,Quisque id justo sit amet sapien dignissim vestibulum.,0.557,216.87,389.361
1439,290242,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",3.657,2452.53,670.640
1440,391520,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2.053,2354.42,1146.819
1441,721650,Sed accumsan felis.,1.145,1688.40,1474.583
1442,903082,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,0.693,918.38,1325.227
1443,292217,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",4.183,673.92,161.109
1444,290392,Cras pellentesque volutpat dui.,1.794,979.71,546.105
1445,490110,Fusce consequat.,1.910,113.11,59.220
1446,902229,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3.651,5141.14,1408.145
1447,441879,Maecenas tincidunt lacus at velit.,3.819,3726.80,975.858
1448,900580,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",1.243,122.02,98.163
1449,550520,Donec semper sapien a libero.,2.316,2134.95,921.826
1450,285210,Fusce consequat.,2.933,1419.61,484.014
1451,441192,Aliquam sit amet diam in magna bibendum imperdiet.,0.583,741.04,1271.076
1452,690723,Maecenas tincidunt lacus at velit.,2.187,1681.51,768.868
1453,392610,Cras pellentesque volutpat dui.,3.795,3595.94,947.548
1454,720291,Nullam porttitor lacus at turpis.,2.141,2378.91,1111.120
1455,840310,Fusce consequat.,2.178,1183.40,543.344
1456,440796,Nullam sit amet turpis elementum ligula vehicula consequat.,3.092,2383.76,770.943
1457,902140,Nulla suscipit ligula in lacus.,2.493,2587.01,1037.711
1458,851712,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",0.720,103.53,143.792
1459,741022,Duis consequat dui nec nisi volutpat eleifend.,3.824,2993.87,782.915
1460,820510,Curabitur convallis.,3.501,3113.93,889.439
1461,847490,Phasellus sit amet erat.,1.150,1166.55,1014.387
1462,902230,Suspendisse potenti.,2.536,529.90,208.953
1463,440420,In hac habitasse platea dictumst.,0.906,313.49,346.016
1464,842612,Nulla tempus.,4.132,2397.42,580.208
1465,521152,Ut at dolor quis odio consequat varius.,0.972,269.27,277.023
1466,530130,Proin risus.,1.585,1348.79,850.970
1467,970500,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1.014,1412.61,1393.110
1468,071360,Nunc purus.,0.443,605.16,1366.052
1469,960630,Phasellus sit amet erat.,4.948,7608.22,1537.635
1470,845910,Vestibulum rutrum rutrum neque.,0.875,118.36,135.274
1471,051110,Pellentesque viverra pede ac diam.,1.599,388.30,242.840
1472,960500,Aliquam sit amet diam in magna bibendum imperdiet.,1.164,1576.78,1354.622
1473,152000,In congue.,5.117,1515.18,296.107
1474,293352,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1.976,1319.29,667.659
1475,440890,Donec quis orci eget orci vehicula condimentum.,6.138,130.24,21.219
1476,121221,Donec semper sapien a libero.,2.109,2914.51,1381.937
1477,610451,Praesent id massa id nisl venenatis lacinia.,3.019,2112.84,699.848
1478,190532,Suspendisse potenti.,1.345,1384.23,1029.171
1479,620459,Vestibulum rutrum rutrum neque.,0.720,123.57,171.620
1480,470500,Aliquam erat volutpat.,3.504,3443.01,982.594
1481,901490,Phasellus in felis.,1.791,2303.88,1286.364
1482,400299,Aliquam erat volutpat.,1.666,1644.13,986.871
1483,170230,In hac habitasse platea dictumst.,1.059,729.55,688.906
1484,961519,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1.287,1617.92,1257.128
1485,902129,Etiam faucibus cursus urna.,3.672,1345.24,366.350
1486,870323,Nullam sit amet turpis elementum ligula vehicula consequat.,0.511,503.60,985.516
1487,650100,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1.658,215.15,129.763
1488,283525,In congue.,2.583,227.30,88.000
1489,120930,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1.948,2039.23,1046.831
1490,300349,Duis consequat dui nec nisi volutpat eleifend.,7.183,2514.45,350.055
1491,230910,In sagittis dui vel nisl.,1.673,316.54,189.205
1492,290613,Etiam justo.,2.646,1792.70,677.513
1493,850511,Morbi vel lectus in quam fringilla rhoncus.,2.437,2469.08,1013.162
1494,848390,Nam dui.,0.416,562.32,1351.731
1495,732620,Nunc nisl.,1.088,1012.63,930.728
1496,851030,In hac habitasse platea dictumst.,0.276,243.95,883.864
1497,290613,Proin at turpis a pede posuere nonummy.,0.353,485.20,1374.512
1498,071029,Nulla tempus.,3.183,220.93,69.410
1499,721070,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1.465,774.96,528.981
1500,611710,Praesent lectus.,0.696,330.16,474.374
1501,290260,Nullam porttitor lacus at turpis.,1.358,409.28,301.383
1502,711419,Duis ac nibh.,0.046,63.65,1383.638
1503,850660,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",1.689,1590.40,941.621
1504,392092,Phasellus sit amet erat.,3.239,3320.44,1025.143
1505,845390,Vivamus in felis eu sapien cursus vestibulum.,7.562,1857.64,245.654
1506,841311,Aliquam quis turpis eget elit sodales scelerisque.,0.583,19.00,32.598
1507,843352,Duis at velit eu est congue elementum.,1.195,1835.69,1536.140
1508,470100,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1.791,1431.05,799.021
1509,900390,Morbi non quam nec dui luctus rutrum.,5.171,3991.14,771.832
1510,540822,Donec vitae nisi.,0.187,27.98,149.650
1511,681599,Nam nulla.,0.928,923.51,995.158
1512,810320,Duis mattis egestas metus.,2.681,3493.70,1303.133
1513,440728,Morbi a ipsum.,1.551,1243.41,801.685
1514,940520,Curabitur in libero ut massa volutpat convallis.,0.835,1101.79,1319.510
1515,392111,Praesent blandit lacinia erat.,5.393,11.72,2.173
1516,780419,Morbi quis tortor id nulla ultrices aliquet.,2.920,3650.80,1250.274
1517,250810,Phasellus id sapien in sapien iaculis congue.,2.193,2610.49,1190.372
1518,151000,Pellentesque eget nunc.,1.309,507.15,387.433
1519,481930,Pellentesque eget nunc.,4.869,5667.38,1163.973
1520,370790,Etiam faucibus cursus urna.,1.015,1147.20,1130.251
1521,030331,Praesent blandit.,0.450,28.93,64.299
1522,040711,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0.280,314.22,1122.224
1523,720852,Donec vitae nisi.,2.806,3153.81,1123.951
1524,300432,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",2.558,1600.97,625.868
1525,292330,Nulla ac enim.,1.286,159.62,124.119
1526,611530,Nunc rhoncus dui vel sem.,1.009,988.72,979.900
1527,330420,Duis mattis egestas metus.,4.031,2093.79,519.422
1528,611239,Nullam molestie nibh in lectus.,1.805,1634.04,905.285
1529,350211,In hac habitasse platea dictumst.,1.291,1148.55,889.658
1530,848010,Aenean sit amet justo.,0.374,214.94,574.699
1531,050790,Nulla justo.,4.259,4700.48,1103.657
1532,560122,Suspendisse ornare consequat lectus.,0.264,251.27,951.775
1533,290516,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1.224,1466.21,1197.881
1534,330190,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",5.261,4318.32,820.818
1535,620411,Phasellus in felis.,2.965,2881.26,971.758
1536,860120,Curabitur in libero ut massa volutpat convallis.,1.365,719.00,526.738
1537,852729,Sed vel enim sit amet nunc viverra dapibus.,2.367,537.58,227.114
1538,071332,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2.439,324.87,133.199
1539,720421,Proin eu mi.,5.189,6227.32,1200.101
1540,300650,Nulla suscipit ligula in lacus.,2.248,1968.95,875.867
1541,290313,Morbi ut odio.,0.712,640.29,899.279
1542,701110,Proin eu mi.,4.118,4630.38,1124.425
1543,681591,Aenean sit amet justo.,4.010,4679.89,1167.054
1544,292146,Nam nulla.,4.099,331.32,80.829
1545,840219,Vestibulum sed magna at nunc commodo placerat.,1.261,136.77,108.463
1546,848220,Donec semper sapien a libero.,0.939,70.09,74.643
1547,860721,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,5.190,1307.96,252.016
1548,290721,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2.427,2631.22,1084.145
1549,330125,Sed ante.,2.447,2751.45,1124.416
1550,850680,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",3.729,4281.99,1148.294
1551,711711,Maecenas ut massa quis augue luctus tincidunt.,1.278,2106.12,1647.985
1552,710420,Mauris ullamcorper purus sit amet nulla.,1.250,395.96,316.770
1553,440810,Etiam vel augue.,0.378,310.59,821.661
1554,160420,Donec semper sapien a libero.,1.559,1822.73,1169.164
1555,750511,Praesent blandit.,5.224,4873.87,932.977
1556,070810,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",3.559,3712.39,1043.098
1557,521212,In hac habitasse platea dictumst.,1.774,1837.39,1035.732
1558,030539,Curabitur convallis.,2.767,814.20,294.253
1559,280200,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.941,213.20,226.571
1560,030326,Quisque id justo sit amet sapien dignissim vestibulum.,1.716,2435.93,1419.537
1561,120740,Aliquam erat volutpat.,2.206,2269.19,1028.643
1562,810210,Morbi porttitor lorem id ligula.,0.369,409.62,1110.091
1563,020422,Nullam porttitor lacus at turpis.,4.740,6775.45,1429.419
1564,291613,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",0.974,1034.89,1062.514
1565,290399,Phasellus sit amet erat.,3.003,2702.89,900.064
1566,290230,Mauris lacinia sapien quis libero.,1.212,719.10,593.316
1567,722691,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,2.360,542.62,229.922
1568,293333,Integer ac neque.,2.555,2838.34,1110.898
1569,030369,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0.355,303.18,854.023
1570,480210,Phasellus sit amet erat.,0.859,1076.52,1253.229
1571,940360,Integer ac neque.,2.624,3015.19,1149.083
1572,900390,Aenean sit amet justo.,2.393,1195.08,499.407
1573,701911,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1.985,518.44,261.181
1574,620219,In quis justo.,1.186,500.42,421.943
1575,030510,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2.016,688.99,341.759
1576,691490,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",3.059,247.89,81.037
1577,040510,Nullam porttitor lacus at turpis.,0.105,109.83,1045.972
1578,930690,Aenean auctor gravida sem.,0.924,585.47,633.622
1579,821193,Ut tellus.,2.228,2203.61,989.053
1580,480700,Cras in purus eu magna vulputate luctus.,2.086,2680.11,1284.809
1581,281129,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",1.700,758.42,446.131
1582,611020,Nullam molestie nibh in lectus.,2.099,1385.48,660.066
1583,844331,Etiam vel augue.,1.355,1013.16,747.716
1584,271099,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",3.388,2246.47,663.067
1585,390950,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",2.141,2426.94,1133.553
1586,852321,Curabitur convallis.,2.405,1167.92,485.620
1587,900691,Vestibulum ac est lacinia nisi venenatis tristique.,2.885,2863.99,992.719
1588,010594,Etiam vel augue.,0.640,74.79,116.863
1589,150910,Morbi ut odio.,0.596,527.17,884.512
1590,910199,Suspendisse ornare consequat lectus.,0.562,47.48,84.484
1591,292529,Morbi vel lectus in quam fringilla rhoncus.,2.177,2308.83,1060.558
1592,440794,In quis justo.,2.606,2044.44,784.514
1593,540831,Phasellus in felis.,3.506,5215.40,1487.564
1594,845939,In congue.,1.534,1357.09,884.672
1595,330210,Donec ut mauris eget massa tempor convallis.,2.417,2873.23,1188.758
1596,230700,Nunc nisl.,1.005,919.83,915.256
1597,292149,Nulla mollis molestie lorem.,2.478,2815.34,1136.134
1598,840410,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,0.888,99.53,112.088
1599,843142,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",0.158,41.51,262.714
1600,551030,Cras in purus eu magna vulputate luctus.,1.971,2178.27,1105.159
1601,810411,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0.619,135.93,219.602
1602,240220,Aliquam sit amet diam in magna bibendum imperdiet.,2.626,3774.56,1437.380
1603,010614,Aenean lectus.,2.489,3040.75,1221.676
1604,851810,In hac habitasse platea dictumst.,0.603,70.19,116.404
1605,841391,Proin eu mi.,1.364,1053.52,772.374
1606,590691,Duis mattis egestas metus.,2.229,1832.62,822.173
1607,854310,Sed vel enim sit amet nunc viverra dapibus.,1.629,1471.07,903.049
1608,550700,Etiam faucibus cursus urna.,3.325,4191.50,1260.602
1609,382485,Mauris sit amet eros.,3.658,743.24,203.182
1610,071190,Duis mattis egestas metus.,3.012,1038.37,344.744
1611,250850,Proin at turpis a pede posuere nonummy.,2.239,2865.60,1279.856
1612,220421,Suspendisse potenti.,1.860,744.19,400.102
1613,292250,Integer ac neque.,2.893,2905.00,1004.149
1614,280519,Curabitur gravida nisi at nibh.,1.262,1138.69,902.291
1615,640391,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1.654,2236.25,1352.025
1616,540794,Phasellus id sapien in sapien iaculis congue.,0.233,249.01,1068.721
1617,551291,Suspendisse potenti.,0.210,23.91,113.860
1618,250840,Aliquam erat volutpat.,2.806,3055.41,1088.886
1619,851190,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2.703,2744.09,1015.203
1620,200981,Suspendisse ornare consequat lectus.,3.111,4539.45,1459.160
1621,880310,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",4.290,4541.70,1058.672
1622,030473,Vivamus tortor.,1.783,1860.94,1043.712
1623,391239,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,4.028,5583.55,1386.185
1624,730110,Aliquam sit amet diam in magna bibendum imperdiet.,1.227,1514.85,1234.594
1625,251830,Nam nulla.,4.484,1853.90,413.447
1626,283421,Praesent blandit.,0.682,37.30,54.685
1627,870323,Suspendisse ornare consequat lectus.,1.232,835.58,678.228
1628,846190,Curabitur gravida nisi at nibh.,1.874,1379.26,735.999
1629,691190,Vivamus tortor.,0.271,24.53,90.525
1630,950710,Morbi ut odio.,0.941,899.47,955.868
1631,600543,Aliquam non mauris.,0.826,981.09,1187.766
1632,845620,Nunc nisl.,3.578,2493.95,697.024
1633,732182,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",2.059,2143.75,1041.163
1634,870895,Duis mattis egestas metus.,0.721,749.83,1039.988
1635,230610,Suspendisse ornare consequat lectus.,0.533,535.37,1004.443
1636,100620,Morbi a ipsum.,2.926,3852.73,1316.723
1637,540231,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1.620,2.10,1.294
1638,284700,Curabitur in libero ut massa volutpat convallis.,2.628,1820.99,692.917
1639,901811,Phasellus sit amet erat.,3.636,4168.35,1146.411
1640,482030,Duis mattis egestas metus.,1.793,1326.10,739.601
1641,520291,Nulla mollis molestie lorem.,0.557,55.35,99.363
