Port Authority:,Phone:,Fax:,800 Number:,Email:,Web Site:,Latitude:,Longitude:,UN/LOCODE:,Port Type:,Port Size:,Max Draft:,Address,Address Line 1,Address Line 2,Country,City
The Portuaria Valparaiso Company,56 32 448800,56 32 224190,,,www.portvalparaiso.cl,-33º -3' -1'' S,-71º -38' -20'' W,,Seaport,Medium, m,"['Av. Errazuriz # 25', 'Valparaiso', 'Chile']",,Av. Errazuriz # 25,Chile,Valparaiso
Anqing Port Authority,86 556 521 7018,86 556 554 2843,,,,30º 30' 5'' N,117º 2' 12'' E,,River Port,Small, m,"['Administration Office', '7 Yanjiang Zhong Road', 'Anqing, Anhui 246030', 'China']",7 Yanjiang Zhong Road,"Anqing, Anhui 246030",China,
,,,,,,41º 4' 11'' N,123º 0' 0'' E,,,, m,,,,China,
,,,,,,19º 25' 12'' N,109º 7' 47'' E,,,, m,,,,China,
,,,,,,22º 32' 59'' N,113º 52' 18'' E,,,, m,,,,China,
,,,,,,40º 23' 24'' N,109º 29' 23'' E,,,, m,,,,China,
Hainan Port Management Bureau,86 890 552 2512,86 890 552 1054,,,,19º 5' 13'' N,108º 38' 9'' E,,Harbor,Small, m,"['Basuo Port Admin Office', 'Haigang Road', 'Basuo, Hainan 572600', 'China']",Haigang Road,"Basuo, Hainan 572600",China,
,,,,,,40º 41' 10'' N,122º 14' 41'' E,,,, m,,,,China,
,,,,,,22º 53' 39'' N,113º 10' 8'' E,,,, m,,,,China,
,,,,,,29º 49' 55'' N,106º 26' 7'' E,,,, m,,,,China,
Bengbu Harbour Administration,,,,,,32º 55' 0'' N,117º 22' 0'' E,,River Port,Medium, m,"['1 Shengping Street', 'Central District', 'Bengbu, Anhui 233000', 'China']",Central District,"Bengbu, Anhui 233000",China,
,,,,,,21º 36' 20'' N,109º 14' 39'' E,,,, m,,,,China,
,,,,,,30º 23' 49'' N,115º 0' 59'' E,,,, m,,,,China,
,,,,,,22º 39' 51'' N,114º 5' 9'' E,,,, m,,,,China,
,,,,,,29º 1' 59'' N,111º 40' 59'' E,,,, m,,,,China,
,,,,,,28º 11' 19'' N,112º 58' 10'' E,,,, m,,,,China,
Changshu Xinghua Changjiang Development Co Ltd,86 512 5269 5028,86 512 5269 5026,,,,31º 45' 46'' N,120º 57' 9'' E,,"Pier, Jetty or Wharf",Very Small, m,"['88 Jinsha Jiang Road', 'Changshu, Jiangsu 215513', 'China']",88 Jinsha Jiang Road,"Changshu, Jiangsu 215513",China,
,,,,,,36º 6' 35'' N,113º 4' 48'' E,,,, m,,,,China,
Changzhou Harbour Administration Department,86 519 577 0342,86 519 577 0342,,,,31º 57' 52'' N,119º 58' 56'' E,,River Port,Small, m,"['Administration Office', 'Weitang Town New District', 'Changzhou, Jiangsu 213128', 'China']",Weitang Town New District,"Changzhou, Jiangsu 213128",China,
,,,,,,30º 23' 60'' N,104º 2' 24'' E,,,, m,,,,China,
Chenglingji Port Authority,86 730 856 1761,,,,,29º 25' 48'' N,113º 8' 54'' E,,River Port,Medium, m,"['Port Administration Office', '2 Changjiang Road', 'Chenglingji, Hunan 414002', 'China']",2 Changjiang Road,"Chenglingji, Hunan 414002",China,
Chiwan Port Authority,86 755 2669 4888,86 755 2669 4297,,,,22º 28' 42'' N,113º 52' 30'' E,,Seaport,Large, m,"['c/o China Ocean Shpg Agency', 'Gangwan Yi Road, Shekou', 'Shenzhen, Guangdong 518067', 'China']","Gangwan Yi Road, Shekou","Shenzhen, Guangdong 518067",China,
,,,,,,30º 40' 4'' N,117º 28' 12'' E,,,, m,,,,China,
,,,,,,31º 37' 40'' N,121º 22' 43'' E,,,, m,,,,China,
Chongqing Harbour Administration Bureau,,,,,,29º 31' 45'' N,106º 32' 19'' E,,River Port,Small, m,"['Beipei Wharf Admin Office', 'Wuchang Road', 'Beipei City, Sichuan 630700', 'China']",Wuchang Road,"Beipei City, Sichuan 630700",China,
,,,,,,31º 14' 23'' N,121º 44' 28'' E,,,, m,,,,China,
,,,,,,22º 28' 47'' N,113º 14' 23'' E,,,, m,,,,China,
Dalian Port Corporation Limited,86 411 8262 7147,86 411 8280 7148,,,www.portdalian.com,38º 55' 0'' N,121º 39' 0'' E,,Port Terminal,Large, m,"['1 Gangwan Street', 'Zhongshan District', 'Dalian, Liaoning 116004', 'China']",Zhongshan District,"Dalian, Liaoning 116004",China,
Dandong Port Authority,415 312 2088,415 312 3512,,,www.dandongport.com,40º 1' 59'' N,124º 22' 59'' E,,River Port,Small, m,"['7 Xingwu Road', 'Dandong, Zhenxing 118000', 'China']",7 Xingwu Road,"Dandong, Zhenxing 118000",China,
,,,,,,46º 21' 35'' N,125º 0' 36'' E,,,, m,,,,China,
