Owner Code,Serial Number,Check Digit,ISO Size Code,ISO Type Code
HLXU,442825,2,42,G0
HLBU,143618,7,45,G0
HLXU,362742,4,22,U1
HLBU,112852,1,42,G0
HLBU,112811,8,42,G0
HLXU,538483,0,42,G1
HLXU,440152,9,42,G1
HLXU,868310,6,45,P3
HLXU,131605,9,22,G0
HLBU,138059,0,22,G1
HLXU,344501,5,22,G1
HLXU,445731,0,42,G1
HLBU,904140,1,45,R9
CPSU,178531,3,22,G0
LNXU,965669,1,45,R9
HLXU,506836,7,42,G1
HLXU,361351,6,22,U1
HLXU,115749,0,22,G1
HLXU,566559,2,42,U1
HLXU,878328,6,45,R1
CPSU,180474,4,22,G1
HLXU,540498,1,42,G0
CPSU,180717,4,22,G0
HLXU,563476,3,42,U1
HLXU,446247,1,42,G1
HLXU,563013,5,42,U1
HLBU,130419,5,45,G0
HLXU,448987,0,42,G1
HLXU,118246,3,22,G1
CPSU,176939,6,22,G0
CPSU,178846,6,22,G0
CPSU,172298,1,22,G1
CPSU,171630,2,22,G1
HLXU,869068,4,45,P3
HLXU,368026,8,22,P3
HLXU,879062,3,45,R9
HLXU,116707,3,22,G1
HLXU,371526,9,22,R9
HLXU,368536,0,22,P3
HLXU,777556,2,45,R1
HLXU,562191,1,42,U1
HLXU,360670,8,22,U1
HLXU,115047,3,22,G0
HLXU,442091,3,42,G1
CPSU,178530,8,22,G0
HLBU,108130,0,45,G0
HLXU,446771,0,42,G0
HLXU,343126,4,22,G0
HLXU,503417,0,42,G0
HLXU,537813,0,42,G1
HLBU,106773,1,45,G0
HLXU,341048,5,22,G1
HLBU,108692,7,45,G0
HLXU,118930,1,22,G1
HLBU,108912,1,45,G0
HLXU,880352,7,45,R1
HLXU,117639,7,22,G0
CPSU,181037,0,22,G0
CPSU,171267,0,22,G1
HLXU,127477,9,22,G0
HLXU,132965,0,22,G1
CPSU,170517,5,22,G1
HLXU,121338,6,22,G0
HLBU,152357,8,42,G1
HLXU,342375,6,22,G1
HLXU,564470,3,42,U1
HLXU,121138,9,22,G0
HLBU,153194,5,42,G0
CPSU,180698,2,22,G0
HLXU,360313,6,22,U1
CPSU,181608,4,22,G1
HLXU,449635,9,42,G0
HLXU,871889,8,45,R1
HLXU,120862,2,22,G1
HLXU,344804,2,22,G1
HLBU,142736,6,45,G0
HLXU,374194,3,22,R1
HLXU,537533,8,42,G1
HLBU,143943,4,45,G0
HLXU,122863,3,22,G0
HLXU,877532,2,45,R1
HLXU,268647,3,22,P3
HLXU,505170,4,42,G1
HLBU,133435,0,45,G0
HLBU,130067,2,45,G0
HLXU,441055,4,42,G1
HLXU,539491,6,42,G0
HLBU,152832,0,42,G1
HLXU,374542,4,22,R9
HLXU,341230,4,22,G0
HLXU,365568,7,22,U6
HLXU,130616,6,22,G1
HLBU,148066,0,45,G0
HLXU,171412,7,22,R9
HLXU,562139,8,42,U1
CPSU,175148,3,22,G0
HLXU,676389,1,45,R1
CPSU,177509,0,22,G0
LNXU,965021,8,45,R1
HLBU,132845,7,45,G0
HLXU,443331,0,42,G1
HLXU,539481,1,42,G1
HLXU,116976,7,22,G0
CPSU,175558,2,22,G1
HLBU,148216,5,45,G0
HLXU,371644,0,22,R1
CPSU,176229,6,22,G0
HLXU,539217,5,42,G1
HLXU,122870,1,22,G0
HLXU,125215,8,22,G0
CPSU,175363,2,22,G1
HLXU,344738,4,22,G0
HLXU,448637,7,42,G1
HLXU,441994,0,42,G1
HLXU,129234,2,22,G1
HLBU,141208,2,45,G0
CPSU,177982,3,22,G0
HLXU,563934,2,42,U1
HLXU,128506,8,22,G1
HLBU,904041,3,45,R9
HLXU,502057,1,42,G0
HLXU,371726,6,22,R9
HLXU,125222,6,22,G1
HLBU,112279,7,42,G1
HLXU,131765,0,22,G0
HLXU,823997,1,45,G0
HLXU,342543,9,22,G1
HLXU,880511,0,45,R9
HLXU,130341,1,22,G1
HLBU,128042,6,45,G0
HLXU,121736,0,22,G0
HLXU,869294,3,45,P3
CPSU,181702,5,22,G1
HLBU,108335,5,45,G0
CPSU,181087,3,22,G0
HLXU,374956,5,22,R9
HLXU,443158,0,42,G1
HLXU,361783,5,22,U1
HLXU,877742,4,45,R1
HLXU,371521,1,22,R9
HLXU,540084,0,42,G0
HLXU,117883,4,22,G0
HLXU,561778,0,42,U1
HLXU,374915,1,22,R9
HLBU,147736,0,45,G0
HLXU,119908,4,22,G1
HLXU,346760,0,22,G0
HLXU,871685,9,45,R9
HLXU,119197,0,22,G1
HLXU,446568,7,42,G0
HLXU,563137,0,42,U1
HLXU,506777,7,42,G1
HLXU,118590,4,22,G0
HLXU,346096,0,22,G1
HLBU,128659,0,45,G0
CPSU,176184,2,22,G0
HLXU,565446,5,42,U1
HLXU,268600,7,22,P3
HLBU,126475,5,42,G1
HLBU,802754,3,45,P3
HLXU,445438,7,42,G0
CPSU,182093,9,22,G1
HLXU,449616,5,42,G0
HLBU,107059,2,45,G0
HLXU,365489,8,22,U6
HLXU,171611,9,22,R9
CPSU,176220,7,22,G1
HLXU,343020,8,22,G1
HLXU,132467,2,22,G0
CPSU,171816,3,22,G0
CPSU,182619,7,22,G1
HLXU,505372,2,42,G0
HLXU,538506,3,42,G1
HLXU,361751,0,22,U1
HLXU,879294,5,45,R1
HLXU,445192,0,42,G0
HLXU,368914,5,22,P3
HLBU,133319,0,45,G0
HLXU,119194,4,22,G1
CPSU,175506,9,22,G0
CPSU,179941,5,22,G1
HLBU,108137,9,45,G0
HLXU,340915,5,22,G1
HLXU,123597,0,22,G1
HLXU,878055,2,45,R9
HLXU,449773,0,42,G1
HLBU,904491,0,45,R1
HLXU,878756,3,45,R9
HLXU,446854,1,42,G1
HLXU,132483,0,22,G1
HLXU,361204,6,22,U1
HLXU,777548,9,45,R1
HLXU,540492,9,42,G0
HLXU,361943,4,22,U1
HLXU,445417,2,42,G1
HLXU,340410,0,22,G0
CPSU,181155,2,22,G1
HLXU,126025,8,22,G1
HLXU,115637,0,22,G1
HLBU,174104,0,22,G0
HLBU,124814,1,42,G0
CPSU,170371,2,22,G0
HLXU,342327,4,22,G0
HLBU,114225,8,42,G1
HLXU,374447,8,22,R9
HLXU,342753,0,22,G1
HLXU,502080,7,42,G0
HLBU,172017,2,22,G1
HLBU,113590,0,42,G1
HLXU,539493,7,42,G1
HLXU,125408,7,22,G1
HLXU,877795,3,45,R1
HLXU,441662,4,42,G1
HLXU,120490,0,22,G1
HLXU,121545,1,22,G0
CPSU,178568,5,22,G0
HLXU,360604,8,22,U1
HLXU,340955,3,22,G0
HLXU,124074,0,22,G1
HLXU,124525,0,22,G0
HLXU,440269,5,42,G0
HLXU,502822,0,42,G1
HLXU,878157,7,45,R1
HLXU,345530,6,22,G0
HLXU,561670,2,42,U1
HLBU,115724,3,45,G0
HLBU,138477,3,22,G0
HLXU,676461,2,45,R9
HLXU,345057,5,22,G1
HLXU,360687,0,22,U1
HLXU,537958,9,42,G1
HLXU,118371,3,22,G0
HLXU,444686,3,42,G1
HLXU,448929,4,42,G1
HLXU,676110,3,45,R1
CPSU,174479,0,22,G1
HLXU,444245,5,42,G1
CPSU,171004,9,22,G0
HLXU,127575,1,22,G1
CPSU,179227,3,22,G0
HLXU,122752,0,22,G0
HLXU,565565,2,42,U1
HLBU,147696,3,45,G0
HLXU,361315,0,22,U1
HLXU,440401,1,42,G0
HLXU,124283,6,22,G1
HLXU,132706,0,22,G1
HLXU,119152,5,22,G0
HLXU,507376,0,42,G1
HLXU,503721,3,42,G1
HLXU,374709,1,22,R9
HLXU,360489,4,22,U1
CPSU,181731,3,22,G0
HLXU,373358,1,22,R9
HLBU,174935,9,22,G0
HLBU,132297,9,45,G0
CPSU,175515,8,22,G1
HLXU,562148,7,42,U1
HLBU,904119,7,45,R9
HLXU,365340,7,22,U6
HLXU,132056,8,22,G0
HLXU,343984,0,22,G1
CPSU,170755,0,22,G1
HLBU,130815,8,45,G0
HLXU,443029,8,42,G1
CPSU,179158,9,22,G0
HLBU,142029,2,45,G0
HLXU,561534,2,42,U1
HLXU,539279,3,42,G0
HLXU,566360,0,42,U1
HLXU,565891,5,42,U1
HLXU,360784,8,22,U1
HLXU,365603,6,22,U6
CPSU,173631,3,22,G1
HLBU,114393,2,42,G1
HLXU,824524,1,45,G0
HLXU,442160,8,42,G1
CPSU,175590,7,22,G1
HLXU,537114,0,42,G1
HLXU,129616,9,22,G1
CPSU,175153,0,22,G1
HLXU,361327,5,22,U1
HLXU,901353,1,L5,G0
HLXU,440364,1,42,G1
HLXU,118359,8,22,G0
HLXU,119130,5,22,G0
HLXU,443664,0,42,G0
HLXU,564274,8,42,U1
HLBU,132632,9,45,G0
HLXU,560433,0,42,U1
CPSU,178681,0,22,G1
HLXU,901390,3,L5,G1
HLBU,149688,5,45,G0
HLXU,445015,7,42,G0
HLXU,127828,6,22,G1
HLXU,439809,2,42,G0
CPSU,182244,9,22,G0
CPSU,177393,1,22,G1
HLXU,374099,7,22,R9
CPSU,175367,4,22,G0
HLXU,540179,7,42,G0
CPSU,180444,0,22,G1
HLXU,880352,7,45,R9
HLXU,541122,9,42,G1
HLXU,870647,9,45,R1
HLXU,507427,6,42,G0
CPSU,180162,8,22,G1
HLXU,122292,0,22,G0
HLXU,374945,5,22,R9
HLXU,564564,4,42,U1
HLXU,536608,2,42,G0
HLBU,141182,2,45,G0
HLBU,144209,6,45,G0
HLBU,801855,0,42,U1
HLXU,561144,2,42,U1
HLXU,124276,8,22,G0
HLXU,506011,1,42,G0
HLXU,339976,0,22,G0
HLBU,803354,1,22,U1
HLXU,126759,9,22,G0
HLXU,879734,6,45,R1
HLXU,361302,9,22,U1
HLXU,443840,7,42,G1
HLXU,561948,3,42,U1
HLBU,107398,6,45,G0
HLXU,122373,0,22,G0
HLXU,869420,7,45,P3
HLXU,870345,7,45,R1
HLXU,374663,2,22,R1
HLXU,374307,6,22,R9
HLXU,502026,2,42,G0
CPSU,177423,3,22,G1
HLXU,439703,6,42,G0
HLXU,506046,2,42,G1
HLXU,444345,9,42,G1
HLXU,443606,4,42,G0
HLXU,132417,0,22,G1
HLBU,143794,5,45,G0
HLBU,136889,8,22,G0
HLBU,153162,0,42,G1
HLXU,117824,2,22,G1
HLXU,122799,6,22,G1
HLXU,361018,5,22,U1
HLBU,802564,0,45,U1
HLXU,368213,4,22,P3
CPSU,181970,3,22,G1
HLXU,506200,9,42,G0
HLXU,116120,2,22,G0
HLBU,803227,0,45,U6
HLBU,108931,5,45,G0
HLXU,119386,8,22,G1
HLBU,130847,2,45,G0
